index,d1,d2,number of calculations,point type,Cids (may be more than one)
768,307.888,145.591,13,1,1
769,115.795,145.864,5,1,31
770,174.845,146.047,10,1,32
771,159.347,146.43,10,1,14
772,301.09,146.564,20,1,1
773,58.445,146.64,10,1,7
774,331.061,146.707,14,1,1
775,239.572,146.80100000000002,17,1,32
776,109.93799999999999,146.879,13,1,37
777,289.436,146.915,13,1,1
778,304.08099999999996,146.92,15,1,1
779,257.54900000000004,146.929,17,1,1
780,27.886999999999997,146.941,3,0,48
781,157.097,147.095,10,1,14
782,262.925,147.195,10,1,1
783,217.515,147.19899999999998,25,1,32
784,292.568,147.238,22,1,1
785,259.314,147.327,8,1,1
786,63.973,147.393,7,1,8
787,193.748,147.43,24,1,32
788,294.172,147.60299999999998,23,1,1
789,148.916,147.787,12,1,15
790,40.381,148.06799999999998,3,0,34
791,60.351000000000006,148.181,7,1,7
792,228.218,148.267,17,1,32
793,207.832,148.335,18,1,32
794,298.22900000000004,148.537,17,1,1
795,245.657,148.563,12,1,32
796,181.293,148.63299999999998,11,1,32
797,196.535,148.65200000000002,19,1,32
798,256.303,148.66,10,1,1
799,56.551,148.808,3,0,7
800,225.579,148.841,21,1,32
801,281.54,148.92700000000002,15,1,1
802,110.273,148.951,9,1,37
803,121.65799999999999,148.967,6,1,38
804,236.113,149.196,19,1,32
805,161.89,149.204,9,1,14
806,261.67900000000003,149.472,16,1,1
807,223.041,149.482,15,1,32
808,176.21900000000002,149.93200000000002,13,1,32
809,22.171999999999997,150.049,6,1,39
810,156.89,150.131,9,1,14
811,253.99900000000002,150.452,7,1,40
"812,39.912,150.513,3,0,""[34, 67]"""
813,59.9,150.54,9,1,7
814,180.84400000000002,150.826,10,1,32
815,277.317,150.914,17,1,1
816,232.394,151.075,18,1,32
817,205.088,151.435,26,1,32
818,90.80799999999999,151.571,5,1,41
819,154.971,151.627,12,1,15
820,192.115,151.814,18,1,32
821,99.609,151.894,5,1,42
822,113.92299999999999,152.089,12,1,37
823,24.271,152.19299999999998,7,1,43
824,330.341,152.564,11,1,1
825,143.626,152.655,10,1,16
826,247.59599999999998,152.793,10,1,32
827,93.42,153.06799999999998,8,1,41
828,72.44800000000001,153.101,11,1,5
829,145.683,153.144,5,1,15
830,152.194,153.153,9,1,15
831,280.46299999999997,153.158,14,1,1
832,66.712,153.17,6,1,8
833,76.828,153.21,7,1,2
834,273.534,153.24200000000002,12,1,1
835,126.95299999999999,153.559,4,1,44
836,252.93,154.284,13,1,32
837,117.094,154.336,7,1,37
838,210.203,154.483,25,1,32
839,191.668,154.569,15,1,32
840,251.43200000000002,154.58700000000002,17,1,32
841,202.12400000000002,154.64600000000002,29,1,32
842,19.034000000000002,154.732,9,1,45
843,162.761,154.815,11,1,14
844,286.909,154.986,16,1,1
845,89.29700000000001,155.491,6,1,3
846,127.743,155.523,2,0,38
847,83.227,155.623,9,1,4
848,120.241,155.65200000000002,4,1,46
849,79.75,156.732,11,1,4
850,174.166,156.988,12,1,14
851,211.44099999999997,157.20600000000002,17,1,32
852,164.988,157.222,11,1,14
853,184.554,157.526,13,1,32
854,95.50399999999999,157.555,8,1,41
855,165.92,157.885,11,1,14
856,243.305,157.964,17,1,32
857,274.408,158.305,9,1,1
858,144.545,158.753,8,1,16
859,84.786,158.792,8,1,4
860,73.251,159.11,10,1,5
861,276.99,159.135,14,1,1
862,149.609,159.203,9,1,16
863,171.963,159.266,13,1,14
864,330.64,159.32299999999998,14,1,1
865,240.497,159.38,20,1,32
866,251.23,159.384,17,1,32
867,178.892,159.417,8,1,14
868,177.49599999999998,159.542,11,1,14
869,266.97,159.69899999999998,3,0,32
870,101.08200000000001,159.803,4,1,47
871,209.678,159.871,28,1,32
872,185.582,159.981,13,1,32
873,169.86700000000002,160.045,10,1,14
874,220.62,160.15200000000002,17,1,32
875,277.894,160.226,8,1,1
876,23.197,160.374,6,1,39
877,86.835,161.03799999999998,7,1,4
878,175.183,161.289,10,1,14
879,328.32800000000003,161.379,14,1,1
880,288.797,161.38299999999998,11,1,1
881,66.93,161.463,9,1,7
882,295.836,161.686,16,1,1
883,65.527,161.731,9,1,7
884,275.188,161.732,5,1,1
885,74.236,161.736,8,1,5
886,215.083,161.737,17,1,32
887,147.042,161.861,8,1,16
888,310.58299999999997,161.993,11,1,1
889,87.458,162.04399999999998,5,1,4
890,294.98900000000003,162.16299999999998,19,1,1
891,31.56,162.172,9,1,48
892,299.158,162.312,15,1,1
893,160.061,162.91899999999998,8,1,15
894,83.795,163.025,9,1,4
895,19.915,163.184,7,1,45
896,279.12,163.332,6,1,1
897,20.410999999999998,163.543,7,1,45
898,269.677,163.54399999999998,11,1,32
899,30.176,163.656,5,1,49
900,248.38400000000001,163.702,21,1,32
901,224.269,164.092,15,1,32
902,112.369,164.192,11,1,36
903,103.29299999999999,164.521,5,1,47
904,105.712,164.575,6,1,33
905,55.528999999999996,164.77599999999998,9,1,35
906,300.21299999999997,164.84900000000002,20,1,1
907,183.048,165.25,11,1,14
908,36.666,165.398,5,1,50
909,41.62,165.417,4,1,51
910,168.94099999999997,165.50599999999997,13,1,15
911,313.889,165.63299999999998,14,1,1
912,314.564,165.72299999999998,15,1,1
913,278.524,165.99099999999999,6,1,40
914,39.332,166.041,6,1,52
915,100.396,166.044,7,1,41
916,77.896,166.356,10,1,5
917,102.60799999999999,166.43900000000002,3,0,47
918,305.676,166.653,15,1,1
919,272.427,166.829,19,1,32
920,319.508,166.976,13,1,1
921,130.608,166.997,8,1,46
922,161.047,167.032,10,1,15
923,213.04,167.18900000000002,21,1,32
924,123.855,167.463,11,1,37
"925,284.233,167.729,3,0,""[1, 40]"""
926,85.37200000000001,167.791,11,1,4
927,166.915,167.804,9,1,15
928,119.7,167.84799999999998,5,1,53
929,235.718,168.42700000000002,15,1,32
930,133.02100000000002,168.507,3,0,31
931,24.745,168.548,6,1,39
932,254.791,168.611,24,1,32
933,181.949,168.674,12,1,14
934,194.43,168.704,5,1,32
935,101.66799999999999,168.905,6,1,41
936,104.87200000000001,169.065,4,1,47
937,173.335,169.13400000000001,13,1,15
938,68.68,169.236,8,1,7
939,118.06,169.27900000000002,6,1,30
940,77.167,169.545,5,1,5
941,26.531999999999996,169.671,5,1,43
942,251.972,170.08599999999998,25,1,32
943,32.81,170.112,11,1,48
944,234.843,170.407,18,1,32
945,96.634,170.521,4,1,10
946,324.884,170.81900000000002,15,1,1
947,66.539,170.91,10,1,7
948,273.78700000000003,171.16299999999998,14,1,32
949,82.64200000000001,171.22,7,1,5
950,265.086,171.24,14,1,32
951,230.89700000000002,171.483,16,1,32
952,106.23299999999999,171.58,5,1,47
953,139.78799999999998,171.6,7,1,38
954,217.06799999999998,171.64,15,1,32
955,114.928,171.68900000000002,9,1,36
956,108.13799999999999,171.709,5,1,47
957,112.928,171.78,6,1,42
958,199.887,171.887,9,1,32
959,182.58700000000002,172.145,10,1,14
960,69.475,172.23,8,1,7
961,309.285,172.27200000000002,7,1,1
962,307.254,172.28400000000002,13,1,1
963,46.272,172.56099999999998,5,1,34
964,195.63,172.61700000000002,8,1,14
965,233.965,172.782,27,1,32
966,153.13,172.988,9,1,16
967,282.677,173.005,18,1,32
968,18.067,173.055,1,-1,-1
969,283.147,173.368,19,1,32
970,178.03400000000002,173.382,11,1,15
971,58.823,173.44400000000002,4,1,35
972,302.004,173.47,14,1,1
973,131.722,173.65900000000002,7,1,37
974,38.006,173.67,6,1,50
975,189.678,173.88299999999998,9,1,14
976,80.212,173.90400000000002,12,1,5
977,286.007,174.03599999999997,9,1,32
978,186.873,174.213,13,1,14
979,327.86,174.334,13,1,1
980,293.698,174.44299999999998,7,1,40
981,207.33900000000003,174.49200000000002,10,1,32
982,323.582,174.63,17,1,1
983,103.20100000000001,174.763,3,0,6
984,24.943,175.09,4,1,39
985,38.696,175.22400000000002,6,1,50
986,176.64700000000002,175.237,12,1,15
987,183.55900000000003,175.46200000000002,10,1,14
988,104.34700000000001,175.611,2,-1,-1
989,132.259,175.665,8,1,37
990,67.553,175.725,9,1,7
991,185.12900000000002,175.734,7,1,14
992,190.988,175.787,10,1,14
993,158.27,175.847,10,1,16
994,250.355,175.979,17,1,32
995,73.792,175.984,5,1,11
996,112.79700000000001,176.11700000000002,4,1,33
997,137.028,176.21,7,1,46
998,244.46599999999998,176.28799999999998,17,1,32
999,163.388,176.343,9,1,16
1000,35.236,176.364,5,1,54
1001,308.914,176.455,16,1,1
1002,142.814,176.485,4,1,38
1003,148.332,176.609,6,1,18
1004,329.534,176.61700000000002,17,1,1
1005,88.706,176.685,4,1,2
1006,260.121,176.7,21,1,32
1007,118.736,176.804,7,1,36
1008,175.481,176.817,9,1,15
1009,256.751,176.84900000000002,21,1,32
1010,42.662,176.90900000000002,4,1,52
1011,28.355,177.21200000000002,7,1,43
1012,65.88600000000001,177.31900000000002,5,1,13
1013,55.027,177.40599999999998,4,1,55
1014,150.243,177.47299999999998,13,1,17
1015,210.645,177.815,12,1,32
1016,167.605,177.919,11,1,16
1017,108.602,178.09099999999998,7,1,41
1018,322.717,178.234,18,1,1
1019,177.36,178.535,9,1,15
1020,331.754,178.868,18,1,1
1021,72.11399999999999,179.025,8,1,7
1022,27.104,179.199,4,1,56
1023,237.357,179.362,19,1,32
1024,173.638,179.555,17,1,15
1025,137.96200000000002,179.734,3,0,46
1026,64.779,180.357,4,1,12
1027,206.37,180.453,9,1,14
1028,303.585,180.62900000000002,7,1,40
1029,212.71,180.665,12,1,32
1030,316.47900000000004,180.696,16,1,1
1031,247.264,180.768,13,1,32
1032,45.317,181.05599999999998,5,1,51
1033,322.878,181.17700000000002,14,1,1
1034,240.801,181.178,18,1,32
1035,21.409000000000002,181.389,4,1,45
1036,44.413999999999994,181.393,3,-1,-1
1037,198.94099999999997,181.503,6,1,14
1038,326.889,181.56799999999998,7,1,1
1039,52.622,181.916,4,1,57
1040,30.773000000000003,182.051,8,1,58
1041,318.323,182.643,15,1,1
1042,94.303,182.798,10,1,4
1043,29.241999999999997,182.93099999999998,7,1,43
1044,321.85,182.94,9,1,1
1045,195.157,182.953,11,1,14
1046,33.045,182.99200000000002,5,1,49
1047,135.319,182.99900000000002,11,1,37
1048,153.696,183.013,6,1,18
1049,205.88400000000001,183.19299999999998,9,1,14
1050,44.019,183.25400000000002,5,1,52
1051,33.585,183.373,4,1,49
1052,283.707,183.68599999999998,15,1,32
1053,36.257,183.69799999999998,2,-1,-1
1054,271.82099999999997,185.62099999999998,19,1,32
1055,234.864,244.592,10,1,15
1056,287.437,244.7,14,1,32
1057,216.497,244.797,10,1,16
1058,260.29200000000003,244.799,11,1,14
1059,205.09400000000002,245.33599999999998,4,1,18
1060,274.302,245.44400000000002,9,1,14
1061,296.97,246.02599999999998,14,1,32
1062,242.84799999999998,246.187,11,1,15
1063,217.482,246.361,11,1,16
1064,214.916,246.544,3,0,17
1065,266.91,247.372,13,1,14
1066,299.132,247.988,14,1,32
1067,282.77,248.761,11,1,14
1068,191.475,248.979,3,0,46
1069,250.737,248.985,11,1,15
1070,291.683,249.09400000000002,14,1,32
1071,221.889,249.484,9,1,16
1072,221.515,249.91299999999998,9,1,16
1073,168.78400000000002,250.097,10,1,36
1074,358.13699999999994,250.268,20,1,32
1075,248.197,250.671,11,1,15
1076,215.53,250.90200000000002,13,1,17
1077,376.398,251.574,15,1,32
1078,256.128,251.643,14,1,15
1079,145.695,252.222,5,1,3
1080,167.27200000000002,252.347,4,1,36
1081,377.884,252.614,15,1,32
1082,336.336,252.815,18,1,32
1083,235.47799999999998,252.983,5,1,16
1084,276.248,253.02599999999998,9,1,14
1085,321.801,253.264,23,1,32
1086,164.143,253.34799999999998,7,1,33
1087,276.824,253.898,9,1,14
1088,183.845,254.06900000000002,2,-1,-1
1089,142.20600000000002,254.36700000000002,3,-1,-1
1090,151.415,254.81099999999998,2,-1,-1
1091,164.9,255.03900000000002,8,1,33
1092,322.522,255.481,12,1,32
1093,172.02200000000002,255.74400000000003,9,1,36
1094,329.82599999999996,256.269,18,1,32
1095,216.782,256.393,9,1,17
1096,233.173,256.487,8,1,16
1097,341.166,256.49,17,1,32
1098,199.05900000000003,256.774,4,1,46
1099,176.248,256.856,11,1,36
1100,246.21099999999998,257.004,10,1,15
1101,304.116,257.178,8,1,32
1102,261.033,257.94599999999997,18,1,15
1103,168.283,257.95,3,0,33
1104,241.386,257.955,4,1,16
1105,238.388,258.16700000000003,11,1,16
1106,166.854,258.216,8,1,33
1107,261.802,258.219,17,1,15
1108,328.027,258.385,24,1,32
1109,267.79,258.546,12,1,14
1110,210.80700000000002,258.753,7,1,38
1111,335.855,258.797,18,1,32
1112,240.766,258.82599999999996,6,1,16
1113,268.65,258.927,12,1,14
1114,132.612,258.952,8,1,4
1115,133.285,258.973,8,1,4
1116,195.84099999999998,259.09,12,1,37
1117,120.182,259.236,9,1,5
1118,195.446,259.275,10,1,37
1119,195.22299999999998,259.303,8,1,37
1120,286.976,259.335,12,1,14
1121,370.524,259.58099999999996,22,1,32
1122,247.657,259.677,8,1,15
1123,340.54400000000004,259.69599999999997,28,1,32
1124,223.795,259.78,10,1,17
1125,259.062,259.847,9,1,15
1126,358.721,259.91200000000003,21,1,32
1127,295.301,259.998,9,1,14
1128,181.985,260.158,6,1,30
1129,309.232,260.38,10,1,32
1130,280.259,260.382,14,1,14
1131,143.269,260.41900000000004,5,1,4
1132,367.715,261.151,24,1,32
1133,257.052,261.209,10,1,15
1134,359.908,261.221,17,1,32
1135,333.56199999999995,261.296,18,1,32
1136,306.803,261.514,14,1,32
1137,361.204,261.70799999999997,21,1,32
1138,354.164,261.749,29,1,32
1139,124.82,261.86400000000003,13,1,5
1140,347.83,261.914,21,1,32
1141,368.397,262.058,22,1,32
1142,288.914,262.231,8,1,14
1143,276.933,262.471,8,1,14
1144,235.676,262.61,9,1,16
1145,153.31,262.628,7,1,6
1146,151.888,262.644,5,1,3
1147,262.705,262.756,5,1,15
1148,253.72400000000002,263.118,10,1,15
1149,369.972,263.249,24,1,32
1150,138.85399999999998,263.312,6,1,4
1151,202.99200000000002,263.397,4,1,46
1152,255.16400000000002,263.433,11,1,15
1153,179.044,263.445,8,1,36
1154,226.697,263.483,10,1,17
1155,269.569,264.22900000000004,12,1,15
1156,176.638,264.276,10,1,36
1157,188.112,264.32,5,1,53
1158,119.521,264.342,6,1,5
1159,131.309,264.388,6,1,2
1160,108.035,264.541,8,1,7
1161,348.72900000000004,264.691,19,1,32
1162,206.13099999999997,264.749,7,1,46
1163,267.293,264.964,14,1,15
1164,241.11700000000002,265.01,8,1,16
1165,310.351,265.14,12,1,32
1166,250.162,265.481,11,1,16
1167,362.335,265.582,18,1,32
1168,358.43699999999995,265.584,25,1,32
1169,285.91700000000003,265.77299999999997,13,1,14
1170,155.43200000000002,265.779,8,1,6
1171,141.203,265.822,6,1,4
1172,217.09900000000002,265.994,6,1,38
1173,261.649,266.026,10,1,15
1174,181.108,266.237,7,1,36
1175,105.735,266.323,10,1,7
1176,112.038,266.481,6,1,11
1177,397.022,266.483,15,1,32
1178,321.053,266.501,13,1,32
1179,153.756,266.591,7,1,3
1180,175.14700000000002,267.035,5,1,42
1181,236.075,267.568,11,1,16
1182,365.962,267.834,17,1,32
1183,350.352,267.841,28,1,32
1184,314.474,267.889,14,1,32
1185,386.85,268.20799999999997,18,1,32
1186,161.21,268.23900000000003,6,1,41
1187,401.392,268.27099999999996,14,1,32
1188,346.26599999999996,268.38599999999997,18,1,32
1189,348.10400000000004,268.693,15,1,32
1190,271.358,269.107,14,1,15
1191,294.125,269.20799999999997,8,1,14
1192,184.243,269.275,12,1,36
1193,234.12400000000002,269.3,5,1,17
1194,347.027,269.48400000000004,18,1,32
1195,162.83700000000002,269.797,8,1,41
1196,220.96099999999998,269.839,5,1,38
1197,364.30199999999996,270.024,24,1,32
1198,331.139,270.079,10,1,32
1199,116.118,270.099,5,1,8
1200,116.917,270.293,6,1,8
1201,229.713,270.555,15,1,17
1202,229.983,270.753,15,1,17
1203,238.567,270.76599999999996,11,1,16
1204,274.811,270.851,17,1,15
1205,185.06799999999998,270.968,10,1,36
1206,284.224,270.97,11,1,14
1207,354.042,271.24,24,1,32
1208,205.727,271.55,7,1,37
1209,323.592,271.776,9,1,32
1210,345.63599999999997,271.783,22,1,32
1211,184.201,271.98400000000004,11,1,36
1212,328.68199999999996,272.08,17,1,32
1213,316.09,272.295,12,1,32
1214,189.263,272.365,5,1,30
1215,385.32,272.6,21,1,32
1216,347.37800000000004,272.672,21,1,32
1217,107.208,272.741,8,1,7
1218,159.461,272.871,8,1,6
1219,365.041,272.918,13,1,32
1220,231.64,272.95,15,1,17
1221,299.952,273.015,8,1,14
1222,412.01300000000003,273.039,20,1,32
1223,332.842,273.04900000000004,9,1,32
1224,111.92,273.059,9,1,7
1225,146.53799999999998,273.415,8,1,4
1226,307.841,273.426,8,1,14
1227,372.834,273.842,23,1,32
1228,193.835,273.965,6,1,53
1229,392.026,274.041,22,1,32
1230,222.81599999999997,274.215,6,1,38
1231,144.32399999999998,274.262,4,1,4
1232,242.165,274.344,11,1,16
1233,302.04200000000003,274.351,7,1,14
1234,362.57800000000003,274.592,20,1,32
1235,231.17700000000002,274.619,5,1,18
1236,278.387,274.685,16,1,15
1237,233.675,274.728,12,1,17
1238,103.443,275.113,6,1,13
1239,184.803,275.142,7,1,36
1240,393.87,275.35900000000004,22,1,32
1241,400.79,275.553,17,1,32
1242,221.329,275.558,5,1,31
1243,298.289,275.66900000000004,11,1,14
1244,374.334,275.758,26,1,32
1245,144.611,275.853,4,1,4
1246,332.07599999999996,275.981,15,1,32
1247,268.13599999999997,276.218,11,1,15
1248,326.374,276.345,11,1,32
1249,292.513,276.38599999999997,8,1,14
1250,297.682,277.079,12,1,14
1251,113.75,277.192,10,1,7
1252,147.49200000000002,277.268,5,1,4
1253,331.537,277.279,10,1,32
1254,377.42699999999996,277.387,24,1,32
1255,235.60299999999998,277.481,15,1,17
1256,243.231,277.59,5,1,16
1257,239.25099999999998,277.642,11,1,17
1258,294.783,277.717,10,1,14
1259,302.474,277.981,9,1,14
1260,282.085,277.982,17,1,15
1261,196.392,278.01,6,1,53
1262,177.292,278.063,3,0,33
1263,345.278,278.078,16,1,32
1264,109.286,278.22900000000004,9,1,7
1265,356.119,278.468,14,1,32
1266,357.73,278.505,19,1,32
1267,423.625,278.606,22,1,32
1268,136.73,278.689,10,1,5
1269,78.93,278.73900000000003,5,1,59
1270,432.592,278.89599999999996,17,1,32
1271,259.719,278.91200000000003,6,1,16
1272,286.788,278.92,11,1,15
1273,322.884,278.954,12,1,32
1274,211.168,279.157,10,1,37
1275,179.18,279.618,4,1,33
1276,268.32599999999996,279.856,10,1,15
1277,171.56099999999998,280.03,5,1,41
1278,138.141,280.041,7,1,5
1279,208.47799999999998,280.366,9,1,37
1280,186.66299999999998,280.399,8,1,36
1281,164.52200000000002,280.68,7,1,6
1282,59.41,280.906,2,0,50
1283,348.208,281.281,14,1,32
1284,273.862,281.305,11,1,15
1285,239.767,281.313,12,1,17
1286,223.403,281.41200000000003,5,1,31
1287,143.917,281.565,11,1,4
1288,191.10299999999998,281.635,11,1,36
1289,295.399,281.74,11,1,14
1290,425.464,281.741,23,1,32
1291,137.137,281.848,8,1,5
1292,188.50799999999998,282.094,10,1,36
1293,154.368,282.101,4,1,4
1294,366.11199999999997,282.204,17,1,32
1295,241.73,282.281,9,1,17
1296,207.24900000000002,282.409,7,1,37
1297,342.77099999999996,282.611,10,1,32
1298,108.523,282.87,6,1,7
1299,134.019,282.918,10,1,5
1300,73.189,283.025,3,-1,-1
1301,313.93,283.078,13,1,14
1302,94.959,283.585,9,1,35
1303,194.718,283.682,11,1,36
1304,193.331,283.738,9,1,36
1305,194.15400000000002,283.746,12,1,36
1306,66.523,283.79900000000004,8,1,52
1307,179.83700000000002,284.052,3,0,47
1308,87.17200000000001,284.134,4,1,60
1309,402.773,284.218,18,1,32
1310,95.734,284.532,9,1,35
1311,329.70599999999996,284.71299999999997,12,1,32
1312,421.923,284.76099999999997,25,1,32
1313,66.209,284.82099999999997,5,1,52
1314,147.83100000000002,285.022,11,1,4
1315,352.346,285.392,11,1,32
1316,418.20099999999996,285.682,19,1,32
1317,410.708,285.972,19,1,32
1318,407.996,286.008,22,1,32
1319,97.786,286.274,2,-1,-1
1320,105.21,286.344,8,1,13
1321,142.503,286.624,9,1,2
1322,394.86400000000003,286.816,17,1,32
1323,397.475,286.913,20,1,32
1324,406.111,287.297,21,1,32
1325,369.13699999999994,287.411,18,1,32
1326,128.558,287.806,2,-1,-1
1327,396.145,287.85,16,1,32
1328,319.44,287.986,12,1,14
1329,159.764,288.052,6,1,4
1330,345.851,288.39099999999996,10,1,32
1331,125.152,288.58799999999997,7,1,8
1332,61.673,288.598,3,0,50
1333,78.62100000000001,288.802,3,0,34
1334,130.534,288.95099999999996,6,1,5
1335,133.453,289.02,11,1,5
1336,52.622,289.03700000000003,5,1,49
1337,386.608,289.194,13,1,32
1338,378.17900000000003,289.508,27,1,32
1339,432.95300000000003,289.514,14,1,32
1340,111.583,289.60400000000004,9,1,7
1341,122.85600000000001,289.844,6,1,11
1342,96.34700000000001,289.895,6,1,35
1343,401.966,290.358,18,1,32
1344,148.248,290.486,9,1,4
1345,399.667,290.504,14,1,32
1346,355.62699999999995,290.567,11,1,32
1347,373.491,290.722,19,1,32
1348,156.122,290.744,9,1,4
1349,404.151,290.877,15,1,32
1350,43.668,291.399,3,0,56
1351,352.80400000000003,291.482,11,1,32
1352,62.382,291.55400000000003,4,1,50
1353,364.163,291.906,13,1,32
1354,102.177,292.04,2,-1,-1
1355,106.176,292.45599999999996,6,1,12
1356,423.47900000000004,292.57599999999996,22,1,32
1357,434.548,292.79400000000004,21,1,32
1358,109.868,292.862,8,1,13
1359,414.844,292.89099999999996,16,1,32
1360,411.84,293.004,22,1,32
1361,413.24300000000005,293.07099999999997,23,1,32
1362,57.86,293.158,2,-1,-1
1363,100.43299999999999,293.33299999999997,2,-1,-1
1364,60.88,293.369,4,1,61
1365,72.17399999999999,293.497,3,-1,-1
1366,431.476,293.868,18,1,32
1367,390.64,293.95799999999997,18,1,32
1368,375.155,294.645,20,1,32
1369,453.70599999999996,295.165,15,1,32
1370,92.286,295.358,5,1,55
1371,453.35,295.52299999999997,13,1,32
1372,409.412,296.241,22,1,32
1373,119.815,296.545,9,1,7
1374,109.014,297.536,5,1,13
1375,388.662,297.954,23,1,32
1376,443.069,298.013,19,1,32
1377,389.945,298.199,27,1,32
1378,58.091,298.559,9,1,48
1379,34.687,298.645,5,1,45
1380,50.431999999999995,299.39099999999996,7,1,58
1381,376.1,299.845,15,1,32
1382,43.395,300.13599999999997,6,1,39
1383,81.753,300.599,4,1,34
1384,408.577,300.765,28,1,32
1385,394.30699999999996,300.814,30,1,32
1386,397.963,301.312,20,1,32
1387,84.68700000000001,301.617,5,1,59
1388,22.648000000000003,301.845,4,1,62
1389,389.74,301.868,16,1,32
1390,30.151999999999997,302.263,3,0,65
1391,71.044,302.361,8,1,52
1392,95.351,302.39099999999996,2,-1,-1
1393,89.50200000000001,302.506,7,1,63
1394,69.74600000000001,302.796,5,1,52
1395,411.32300000000004,303.126,28,1,32
1396,407.588,303.313,16,1,32
1397,36.368,303.323,5,1,45
1398,461.43,303.426,22,1,32
1399,439.555,303.691,23,1,32
1400,414.35900000000004,303.901,20,1,32
1401,47.073,304.217,4,1,43
1402,63.54600000000001,304.552,4,1,61
1403,44.926,305.39,6,1,39
1404,51.622,306.263,7,1,58
1405,433.531,306.699,21,1,32
1406,57.161,306.967,5,1,49
1407,430.586,307.041,21,1,32
1408,403.957,307.223,23,1,32
1409,58.693000000000005,307.798,6,1,48
1410,86.84,307.89799999999997,6,1,59
1411,403.135,307.952,26,1,32
1412,54.973,308.618,2,0,49
1413,52.016000000000005,308.647,7,1,58
1414,62.335,308.819,6,1,54
1415,401.52,309.01,17,1,32
1416,38.483000000000004,309.053,7,1,45
1417,420.457,309.085,24,1,32
1418,456.87699999999995,309.28700000000003,25,1,32
1419,456.952,309.309,25,1,32
1420,51.381,309.339,3,0,43
1421,457.56,309.871,23,1,32
1422,436.88300000000004,310.057,23,1,32
1423,21.980999999999998,310.181,5,1,64
1424,21.398000000000003,310.923,6,1,64
1425,35.471,311.366,4,1,45
1426,432.43699999999995,311.366,16,1,32
1427,21.128,311.598,4,1,64
1428,423.895,311.64099999999996,23,1,32
1429,438.94300000000004,311.816,24,1,32
1430,64.80199999999999,311.944,4,1,61
1431,442.157,311.945,16,1,32
1432,452.978,312.366,25,1,32
1433,79.41,312.385,3,0,51
1434,447.13300000000004,312.509,21,1,32
1435,19.871,312.744,1,-1,-1
1436,441.051,313.418,21,1,32
1437,50.113,313.644,7,1,43
1438,459.358,313.731,20,1,32
1439,58.391000000000005,314.439,5,1,49
1440,416.98699999999997,314.997,21,1,32
1441,444.98,315.303,26,1,32
1442,427.267,315.88599999999997,29,1,32
1443,25.721999999999998,315.903,2,0,66
1444,36.154,316.095,5,1,45
1445,28.930999999999997,316.14599999999996,3,-1,-1
1446,449.315,316.324,17,1,32
1447,18.401,316.506,2,-1,-1
1448,419.095,316.961,19,1,32
1449,39.297,317.421,7,1,45
1450,466.399,317.743,18,1,32
1451,421.67400000000004,319.72,22,1,32
1452,435.218,321.225,26,1,32
1453,54.468999999999994,321.346,8,1,58
1454,476.26599999999996,321.411,24,1,32
1455,421.07599999999996,321.448,29,1,32
1456,54.068000000000005,321.808,8,1,58
1457,37.482,321.95799999999997,4,1,45
1458,61.027,322.163,3,0,48
1459,47.348,322.24,6,1,39
1460,435.536,322.356,27,1,32
1461,52.415,322.42900000000003,4,1,43
1462,424.36699999999996,323.119,27,1,32
1463,28.518,323.88599999999997,2,-1,-1
1464,40.202,324.015,6,1,45
1465,430.045,324.215,21,1,32
1466,47.988,324.866,6,1,39
1467,34.948,325.1,2,-1,-1
1468,33.205,325.15,4,1,65
1469,458.212,325.358,23,1,32
1470,25.605,325.39099999999996,3,0,66
1471,456.158,326.245,15,1,32
1472,467.67699999999996,326.964,22,1,32
1473,47.826,327.783,11,1,39
1474,438.462,328.80400000000003,16,1,32
1475,429.27099999999996,329.775,19,1,32
1476,478.2,329.86300000000006,25,1,32
1477,37.153,330.001,4,1,45
1478,23.087,331.74699999999996,7,1,64
1479,462.81199999999995,333.131,16,1,32
1480,450.655,334.17199999999997,23,1,32
1481,7.797999999999999,335.31800000000004,1,-1,-1
1482,19.35,335.468,2,-1,-1
1483,464.485,335.525,18,1,32
1484,12.362,336.38300000000004,2,-1,-1
1485,435.936,336.962,16,1,32
1486,474.028,337.023,22,1,32
1487,26.63,338.01599999999996,3,0,66
1488,43.022,338.1,2,0,45
1489,481.87300000000005,338.631,17,1,32
1490,8.743,338.975,1,-1,-1
1491,41.099,339.342,6,1,45
1492,475.227,339.598,14,1,32
1493,18.12,339.686,2,-1,-1
1494,16.05,340.18699999999995,3,-1,-1
1495,440.528,341.44199999999995,18,1,32
1496,45.626000000000005,342.26800000000003,3,-1,-1
1497,464.897,343.644,29,1,32
1498,465.009,343.714,29,1,32
1499,24.171999999999997,343.841,6,1,64
1500,13.155999999999999,344.06199999999995,2,-1,-1
1501,16.346,344.69,3,-1,-1
1502,461.81800000000004,344.82800000000003,13,1,32
1503,441.551,345.23,14,1,32
1504,49.718,345.273,8,1,39
1505,10.583,345.6,1,-1,-1
1506,434.374,345.86699999999996,13,1,32
1507,41.708,347.08099999999996,5,1,45
1508,435.825,347.08099999999996,13,1,32
1509,433.06,348.892,16,1,32
1510,473.16900000000004,349.68199999999996,29,1,32
1511,29.855999999999998,350.191,3,-1,-1
1512,35.786,350.472,4,1,65
1513,450.58,350.598,21,1,32
